"""call_number""","""unit_id""","""incident_number""","""call_type""","""call_date""","""watch_date""","""received_dttm""","""entry_dttm""","""dispatch_dttm""","""response_dttm""","""on_scene_dttm""","""transport_dttm""","""hospital_dttm""","""call_final_disposition""","""available_dttm""","""address""","""city""","""zipcode_of_incident""","""battalion""","""station_area""","""box""","""original_priority""","""priority""","""final_priority""","""als_unit""","""call_type_group""","""number_of_alarms""","""unit_type""","""unit_sequence_in_call_dispatch""","""fire_prevention_district""","""supervisor_district""","""neighborhoods_analysis_boundaries""","""rowid""","""case_location""","""data_as_of""","""data_loaded_at""",""":@computed_region_ajp5_b2md"""
"""063180047""","""E19""","""06089719""","""Traffic Collision""","""2006-11-14T00:00:00.000""","""2006-11-13T00:00:00.000""","""2006-11-14T05:38:30.000""","""2006-11-14T05:38:30.000""","""2006-11-14T05:38:45.000""","""2006-11-14T05:41:13.000""","""2006-11-14T05:43:31.000""",,,"""Other""","""2006-11-14T05:45:29.000""","""GALINDO AVE/CHUMASERO DR""","""SF""","""94132""","""B08""","""33""","""8773""","""3""","""3""","""3""","""true""",,"""1""","""ENGINE""","""1""","""8""","""7""","""Lakeshore""","""063180047-E19""","""POINT (-122.47314 37.713673)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""16"""
"""063150204""","""B01""","""06088994""","""Alarms""","""2006-11-11T00:00:00.000""","""2006-11-11T00:00:00.000""","""2006-11-11T14:23:02.000""","""2006-11-11T14:23:35.000""","""2006-11-11T14:23:47.000""","""2006-11-11T14:24:25.000""","""2006-11-11T14:27:18.000""",,,"""No Merit""","""2006-11-11T14:29:02.000""","""TAYLOR ST/CLAY ST""","""SF""","""94108""","""B01""","""41""","""1444""","""3""","""3""","""3""","""false""",,"""1""","""CHIEF""","""2""","""1""","""3""","""Nob Hill""","""063150204-B01""","""POINT (-122.41283 37.793434)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""21"""
"""063140177""","""91""","""06088661""","""Medical Incident""","""2006-11-10T00:00:00.000""","""2006-11-10T00:00:00.000""","""2006-11-10T12:01:06.000""","""2006-11-10T12:03:00.000""","""2006-11-10T12:03:11.000""","""2006-11-10T12:03:39.000""","""2006-11-10T12:41:06.000""","""2006-11-10T12:41:11.000""","""2006-11-10T13:05:26.000""","""Other""","""2006-11-10T13:34:30.000""","""BEALE ST/MISSION ST""","""SF""","""94105""","""B03""","""13""","""2125""","""3""","""3""","""3""","""true""",,"""1""","""MEDIC""","""2""","""3""","""6""","""Financial District/South Beach""","""063140177-91""","""POINT (-122.39581 37.791153)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""8"""
"""063240185""","""T03""","""06091464""","""Medical Incident""","""2006-11-20T00:00:00.000""","""2006-11-20T00:00:00.000""","""2006-11-20T12:51:11.000""","""2006-11-20T12:51:22.000""","""2006-11-20T12:51:32.000""",,,,,"""Other""","""2006-11-20T12:54:42.000""","""TURK ST/POLK ST""","""SF""","""94102""","""B02""","""03""","""3114""","""3""","""3""","""3""","""false""",,"""1""","""TRUCK""","""3""","""2""","""6""","""Tenderloin""","""063240185-T03""","""POINT (-122.41899 37.78217)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""36"""
"""063270134""","""E18""","""06092259""","""Citizen Assist / Service Call""","""2006-11-23T00:00:00.000""","""2006-11-23T00:00:00.000""","""2006-11-23T10:37:15.000""","""2006-11-23T10:38:29.000""","""2006-11-23T10:38:58.000""","""2006-11-23T10:39:47.000""","""2006-11-23T10:49:44.000""",,,"""Other""","""2006-11-23T10:49:54.000""","""29TH AVE/LAWTON ST""","""SF""","""94122""","""B08""","""18""","""7514""","""3""","""3""","""3""","""true""",,"""1""","""ENGINE""","""1""","""8""","""4""","""Sunset/Parkside""","""063270134-E18""","""POINT (-122.48745 37.757496)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""35"""
"""063190023""","""E24""","""06089983""","""Traffic Collision""","""2006-11-15T00:00:00.000""","""2006-11-14T00:00:00.000""","""2006-11-15T03:07:36.000""","""2006-11-15T03:08:14.000""","""2006-11-15T03:08:35.000""","""2006-11-15T03:11:09.000""","""2006-11-15T03:13:39.000""",,,"""Other""","""2006-11-15T03:31:42.000""","""PORTOLA DR/FENTON LN""","""SF""","""94131""","""B06""","""24""","""5354""","""2""","""2""","""2""","""false""",,"""1""","""ENGINE""","""1""","""6""","""8""","""Twin Peaks""","""063190023-E24""","""POINT (-122.44362 37.74978)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""38"""
"""063170290""","""RS2""","""06089588""","""Structure Fire / Smoke in Building""","""2006-11-13T00:00:00.000""","""2006-11-13T00:00:00.000""","""2006-11-13T17:24:30.000""","""2006-11-13T17:25:35.000""","""2006-11-13T17:25:43.000""","""2006-11-13T17:27:31.000""",,,,"""Other""","""2006-11-13T17:35:08.000""","""47TH AVE/LINCOLN WAY""","""SF""","""94122""","""B08""","""23""","""7721""","""3""","""3""","""3""","""false""",,"""1""","""RESCUE SQUAD""","""7""","""8""","""1""","""Golden Gate Park""","""063170290-RS2""","""POINT (-122.50726 37.764114)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""35"""
"""063140344""","""74""","""06088787""","""Medical Incident""","""2006-11-10T00:00:00.000""","""2006-11-10T00:00:00.000""","""2006-11-10T19:54:13.000""","""2006-11-10T19:56:48.000""","""2006-11-10T19:57:12.000""","""2006-11-10T19:57:49.000""","""2006-11-10T20:06:53.000""","""2006-11-10T20:43:40.000""","""2006-11-10T20:59:15.000""","""Code 2 Transport""","""2006-11-10T21:44:38.000""","""FRANKLIN ST/GROVE ST""","""SF""","""94102""","""B02""","""36""","""3214""","""3""","""3""","""3""","""true""",,"""1""","""MEDIC""","""1""","""2""","""5""","""Hayes Valley""","""063140344-74""","""POINT (-122.421524 37.77802)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""9"""
"""063180152""","""E38""","""06089783""","""Medical Incident""","""2006-11-14T00:00:00.000""","""2006-11-14T00:00:00.000""","""2006-11-14T10:22:42.000""","""2006-11-14T10:23:54.000""","""2006-11-14T10:24:46.000""","""2006-11-14T10:25:52.000""","""2006-11-14T10:28:31.000""",,,"""Other""","""2006-11-14T10:37:46.000""","""LAGUNA ST/WASHINGTON ST""","""SF""","""94109""","""B04""","""38""","""3331""","""3""","""3""","""3""","""true""",,"""1""","""ENGINE""","""1""","""4""","""2""","""Pacific Heights""","""063180152-E38""","""POINT (-122.42945 37.792217)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""30"""
"""063220256""","""M12""","""06090947""","""Medical Incident""","""2006-11-18T00:00:00.000""","""2006-11-18T00:00:00.000""","""2006-11-18T15:48:38.000""","""2006-11-18T15:51:14.000""","""2006-11-18T15:51:24.000""","""2006-11-18T15:52:06.000""","""2006-11-18T16:01:07.000""",,,"""No Merit""","""2006-11-18T16:18:56.000""","""JUDAH ST/21ST AVE""","""SF""","""94122""","""B08""","""22""","""7426""","""1""","""1""","""2""","""true""",,"""1""","""MEDIC""","""1""","""8""","""4""","""Sunset/Parkside""","""063220256-M12""","""POINT (-122.47913 37.761604)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""35"""
"""063180116""","""RC3""","""06089761""","""Medical Incident""","""2006-11-14T00:00:00.000""","""2006-11-14T00:00:00.000""","""2006-11-14T09:02:26.000""","""2006-11-14T09:04:23.000""","""2006-11-14T09:05:41.000""","""2006-11-14T09:27:21.000""",,,,"""Other""","""2006-11-14T09:30:18.000""","""SOUTH VAN NESS AVE/17TH ST""","""SF""","""94110""","""B02""","""07""","""5246""","""3""","""3""","""3""","""true""",,"""1""","""RESCUE CAPTAIN""","""3""","""2""","""9""","""Mission""","""063180116-RC3""","""POINT (-122.417336 37.763573)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""20"""
"""063170354""","""T03""","""06089645""","""Alarms""","""2006-11-13T00:00:00.000""","""2006-11-13T00:00:00.000""","""2006-11-13T21:25:54.000""","""2006-11-13T21:29:37.000""","""2006-11-13T21:29:49.000""","""2006-11-13T21:31:40.000""",,,,"""Other""","""2006-11-13T21:43:24.000""","""JONES ST/POST ST""","""SF""","""94109""","""B04""","""03""","""1543""","""3""","""3""","""3""","""false""",,"""1""","""TRUCK""","""3""","""1""","""3""","""Tenderloin""","""063170354-T03""","""POINT (-122.41335 37.787663)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""36"""
"""063230271""","""M43""","""06091288""","""Medical Incident""","""2006-11-19T00:00:00.000""","""2006-11-19T00:00:00.000""","""2006-11-19T18:45:58.000""","""2006-11-19T18:47:54.000""","""2006-11-19T18:48:18.000""","""2006-11-19T18:49:22.000""","""2006-11-19T18:56:48.000""",,,"""Patient Declined Transport""","""2006-11-19T19:11:57.000""","""CAYUGA AVE/ONEIDA AVE""","""SF""","""94112""","""B09""","""15""","""8331""","""1""","""1""","""2""","""true""",,"""1""","""MEDIC""","""1""","""9""","""11""","""Outer Mission""","""063230271-M43""","""POINT (-122.440475 37.720932)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""28"""
"""063230219""","""E43""","""06091244""","""Medical Incident""","""2006-11-19T00:00:00.000""","""2006-11-19T00:00:00.000""","""2006-11-19T15:50:45.000""","""2006-11-19T15:51:42.000""","""2006-11-19T15:52:09.000""",,,,,"""Other""","""2006-11-19T15:53:31.000""","""OLMSTEAD ST/DARTMOUTH ST""","""SF""","""94134""","""B09""","""42""","""6321""","""3""","""3""","""3""","""true""",,"""1""","""ENGINE""","""3""","""9""","""9""","""Portola""","""063230219-E43""","""POINT (-122.40951 37.720768)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""25"""
"""063160259""","""E29""","""06089311""","""Structure Fire / Smoke in Building""","""2006-11-12T00:00:00.000""","""2006-11-12T00:00:00.000""","""2006-11-12T16:57:55.000""","""2006-11-12T16:59:46.000""","""2006-11-12T17:00:01.000""","""2006-11-12T17:01:02.000""","""2006-11-12T17:03:36.000""",,,"""Other""","""2006-11-12T17:12:05.000""","""VALENCIA ST/16TH ST""","""SF""","""94103""","""B02""","""06""","""5226""","""3""","""3""","""3""","""true""",,"""1""","""ENGINE""","""6""","""2""","""8""","""Mission""","""063160259-E29""","""POINT (-122.42189 37.76492)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""20"""
"""063210289""","""92""","""06090701""","""Medical Incident""","""2006-11-17T00:00:00.000""","""2006-11-17T00:00:00.000""","""2006-11-17T18:50:57.000""","""2006-11-17T18:52:04.000""","""2006-11-17T18:52:15.000""","""2006-11-17T18:52:27.000""","""2006-11-17T18:58:04.000""","""2006-11-17T19:25:41.000""","""2006-11-17T19:57:44.000""","""Code 2 Transport""","""2006-11-17T20:09:05.000""","""NEW MONTGOMERY ST/MARKET ST/MONTGOMERY ST""","""SF""","""94105""","""B03""","""01""","""2109""","""2""","""2""","""2""","""true""",,"""1""","""MEDIC""","""1""","""1""","""6""","""Financial District/South Beach""","""063210289-92""","""POINT (-122.40207 37.788723)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""8"""
"""063200103""","""RS1""","""06090297""","""Structure Fire / Smoke in Building""","""2006-11-16T00:00:00.000""","""2006-11-16T00:00:00.000""","""2006-11-16T09:16:59.000""","""2006-11-16T09:18:12.000""","""2006-11-16T09:18:41.000""","""2006-11-16T09:21:35.000""","""2006-11-16T09:29:51.000""",,,"""Other""","""2006-11-16T10:02:46.000""","""BAKER ST/GEARY BLVD/SAINT JOSEPHS AVE""","""SF""","""94115""","""B05""","""10""","""4261""","""3""","""3""","""3""","""false""",,"""1""","""RESCUE SQUAD""","""7""","""5""","""2""","""Presidio Heights""","""063200103-RS1""","""POINT (-122.442795 37.782887)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""31"""
"""063190154""","""B02""","""06090061""","""Alarms""","""2006-11-15T00:00:00.000""","""2006-11-15T00:00:00.000""","""2006-11-15T11:14:02.000""","""2006-11-15T11:15:11.000""","""2006-11-15T11:15:24.000""","""2006-11-15T11:16:33.000""",,,,"""Other""","""2006-11-15T11:25:34.000""","""FELL ST/LYON ST""","""SF""","""94117""","""B05""","""21""","""4356""","""3""","""3""","""3""","""false""",,"""1""","""CHIEF""","""3""","""5""","""5""","""Lone Mountain/USF""","""063190154-B02""","""POINT (-122.442566 37.773426)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""18"""
"""063130156""","""T06""","""06088348""","""Structure Fire / Smoke in Building""","""2006-11-09T00:00:00.000""","""2006-11-09T00:00:00.000""","""2006-11-09T11:33:21.000""","""2006-11-09T11:33:21.000""","""2006-11-09T11:33:58.000""","""2006-11-09T11:35:08.000""",,,,"""Other""","""2006-11-09T11:37:52.000""","""FRANKLIN ST/PAGE ST""","""SF""","""94102""","""B02""","""36""","""3212""","""3""","""3""","""3""","""false""",,"""1""","""TRUCK""","""2""","""2""","""5""","""Hayes Valley""","""063130156-T06""","""POINT (-122.42076 37.774296)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""9"""
"""063260328""","""M39""","""06092154""","""Traffic Collision""","""2006-11-22T00:00:00.000""","""2006-11-22T00:00:00.000""","""2006-11-22T23:39:30.000""","""2006-11-22T23:43:48.000""","""2006-11-22T23:47:02.000""","""2006-11-22T23:48:10.000""","""2006-11-23T00:05:37.000""","""2006-11-23T00:19:03.000""","""2006-11-23T00:37:18.000""","""Code 2 Transport""","""2006-11-23T00:51:34.000""","""WOODSIDE AVE/OSHAUGHNESSY BLVD/PORTOLA DR""","""SF""","""94131""","""B08""","""39""","""8661""","""2""","""2""","""2""","""true""",,"""1""","""MEDIC""","""1""","""8""","""7""","""Twin Peaks""","""063260328-M39""","""POINT (-122.45162 37.745533)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""10"""
"""063190211""","""E18""","""06090100""","""Medical Incident""","""2006-11-15T00:00:00.000""","""2006-11-15T00:00:00.000""","""2006-11-15T13:28:33.000""","""2006-11-15T13:30:21.000""","""2006-11-15T13:30:27.000""","""2006-11-15T13:32:17.000""","""2006-11-15T13:35:24.000""",,,"""Other""","""2006-11-15T13:37:15.000""","""39TH AVE/TARAVAL ST""","""SF""","""94116""","""B08""","""18""","""7636""","""3""","""3""","""3""","""true""",,"""1""","""ENGINE""","""2""","""8""","""4""","""Sunset/Parkside""","""063190211-E18""","""POINT (-122.497116 37.742104)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""35"""
"""063180076""","""RC1""","""06089739""","""Medical Incident""","""2006-11-14T00:00:00.000""","""2006-11-13T00:00:00.000""","""2006-11-14T07:43:37.000""","""2006-11-14T07:48:16.000""","""2006-11-14T07:48:54.000""","""2006-11-14T07:55:56.000""","""2006-11-14T08:08:08.000""",,,"""Medical Examiner""","""2006-11-14T08:47:32.000""","""05TH ST/CLEMENTINA ST""","""SF""","""94103""","""B03""","""01""","""2244""","""2""","""2""","""2""","""true""",,"""1""","""RESCUE CAPTAIN""","""1""","""3""","""6""","""South of Market""","""063180076-RC1""","""POINT (-122.40392 37.7807)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""34"""
"""063240384""","""M15""","""06091624""","""Medical Incident""","""2006-11-20T00:00:00.000""","""2006-11-20T00:00:00.000""","""2006-11-20T22:27:23.000""","""2006-11-20T22:29:14.000""","""2006-11-20T22:29:31.000""","""2006-11-20T22:30:56.000""","""2006-11-20T22:36:52.000""",,,"""Patient Declined Transport""","""2006-11-20T22:45:18.000""","""BROOKHAVEN LN/BERKSHIRE WAY/COUNTRY CLUB DR""","""SF""","""94132""","""B08""","""19""","""8823""","""E""","""E""","""3""","""true""",,"""1""","""MEDIC""","""2""","""8""","""7""","""Sunset/Parkside""","""063240384-M15""","""POINT (-122.49712 37.73154)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""35"""
"""063280252""","""B03""","""06092622""","""Structure Fire / Smoke in Building""","""2006-11-24T00:00:00.000""","""2006-11-24T00:00:00.000""","""2006-11-24T17:39:20.000""","""2006-11-24T17:39:20.000""","""2006-11-24T17:39:31.000""","""2006-11-24T17:41:10.000""",,,,"""Fire""","""2006-11-24T17:44:58.000""","""FOLSOM ST/07TH ST""","""SF""","""94103""","""B03""","""01""","""2313""","""3""","""3""","""3""","""false""",,"""1""","""CHIEF""","""3""","""2""","""6""","""South of Market""","""063280252-B03""","""POINT (-122.407845 37.776745)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""34"""
"""063260172""","""94""","""06092027""","""Medical Incident""","""2006-11-22T00:00:00.000""","""2006-11-22T00:00:00.000""","""2006-11-22T13:26:08.000""","""2006-11-22T13:28:07.000""","""2006-11-22T13:28:26.000""","""2006-11-22T13:29:52.000""","""2006-11-22T13:31:07.000""",,,"""No Merit""","""2006-11-22T13:36:37.000""","""MCALLISTER ST/BREEN PL""","""SF""","""94102""","""B02""","""03""","""1553""","""E""","""E""","""3""","""true""",,"""1""","""MEDIC""","""1""","""2""","""6""","""Tenderloin""","""063260172-94""","""POINT (-122.41614 37.780617)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""36"""
"""063210269""","""E03""","""06090684""","""Medical Incident""","""2006-11-17T00:00:00.000""","""2006-11-17T00:00:00.000""","""2006-11-17T17:04:43.000""","""2006-11-17T17:05:53.000""","""2006-11-17T17:06:14.000""",,"""2006-11-17T17:08:40.000""",,,"""Other""","""2006-11-17T17:11:48.000""","""MYRTLE ST/LARKIN ST""","""SF""","""94109""","""B04""","""03""","""3116""","""E""","""E""","""3""","""true""",,"""1""","""ENGINE""","""2""","""4""","""6""","""Tenderloin""","""063210269-E03""","""POINT (-122.418 37.78564)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""36"""
"""063200161""","""AP""","""06090336""","""Other""","""2006-11-16T00:00:00.000""","""2006-11-16T00:00:00.000""","""2006-11-16T11:51:08.000""","""2006-11-16T11:51:08.000""","""2006-11-16T11:51:08.000""",,,,,"""Fire""","""2006-11-16T11:51:36.000""","""CALL BOX: SF INTERNATIONAL AIRPORT""","""SFO""",,"""B09""","""44""","""6913""","""3""","""3""","""3""","""false""",,"""1""","""AIRPORT""","""1""","""None""","""None""","""None""","""063200161-AP""","""POINT (-122.344717912 37.704548808)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""",
"""063230353""","""M09""","""06091345""","""Medical Incident""","""2006-11-19T00:00:00.000""","""2006-11-19T00:00:00.000""","""2006-11-19T23:49:14.000""","""2006-11-19T23:55:16.000""","""2006-11-19T23:55:48.000""","""2006-11-19T23:57:43.000""","""2006-11-19T23:59:21.000""","""2006-11-20T00:19:30.000""","""2006-11-20T00:51:31.000""","""Code 2 Transport""","""2006-11-20T00:54:32.000""","""CESAR CHAVEZ ST/CESAR CHAVEZ ON RAMP/HAMPSHIRE ST""","""SF""","""94110""","""B06""","""09""","""5621""","""3""","""3""","""3""","""true""",,"""1""","""MEDIC""","""1""","""6""","""9""","""Mission""","""063230353-M09""","""POINT (-122.40676 37.748768)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""20"""
"""063240363""","""E24""","""06091607""","""Traffic Collision""","""2006-11-20T00:00:00.000""","""2006-11-20T00:00:00.000""","""2006-11-20T20:54:20.000""","""2006-11-20T20:54:20.000""","""2006-11-20T20:54:28.000""","""2006-11-20T20:55:54.000""","""2006-11-20T20:57:12.000""",,,"""Other""","""2006-11-20T21:10:39.000""","""IRON ALY/CLAYTON ST""","""SF""","""94114""","""B05""","""24""","""5271""","""3""","""3""","""3""","""false""",,"""1""","""ENGINE""","""1""","""6""","""8""","""Castro/Upper Market""","""063240363-E24""","""POINT (-122.444565 37.75833)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""5"""
"""063220305""","""M13""","""06090989""","""Medical Incident""","""2006-11-18T00:00:00.000""","""2006-11-18T00:00:00.000""","""2006-11-18T18:18:43.000""","""2006-11-18T18:21:35.000""","""2006-11-18T18:21:47.000""","""2006-11-18T18:22:52.000""","""2006-11-18T18:26:47.000""","""2006-11-18T18:45:12.000""","""2006-11-18T18:49:21.000""","""Code 2 Transport""","""2006-11-18T19:10:47.000""","""STOCKTON ST/WASHINGTON ST""","""SF""","""94108""","""B01""","""02""","""1331""","""3""","""2""","""2""","""true""",,"""1""","""MEDIC""","""2""","""1""","""3""","""Chinatown""","""063220305-M13""","""POINT (-122.40808 37.79494)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""6"""
"""063220107""","""M12""","""06090845""","""Medical Incident""","""2006-11-18T00:00:00.000""","""2006-11-18T00:00:00.000""","""2006-11-18T08:22:38.000""","""2006-11-18T08:23:32.000""","""2006-11-18T08:25:28.000""","""2006-11-18T08:27:58.000""","""2006-11-18T08:33:18.000""","""2006-11-18T08:35:50.000""","""2006-11-18T08:40:20.000""","""Code 2 Transport""","""2006-11-18T08:56:43.000""","""FELL ST/MASONIC AVE""","""SF""","""94117""","""B05""","""21""","""4356""","""1""","""1""","""2""","""true""",,"""1""","""MEDIC""","""1""","""5""","""5""","""Lone Mountain/USF""","""063220107-M12""","""POINT (-122.4459 37.772995)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""12"""
